INFO:backend.register:Connecting to Neo4j at bolt://localhost:7687 with user neo4j
DEBUG:neo4j.pool:[#0000]  _: <POOL> created, direct address IPv4Address(('localhost', 7687))
INFO:backend.profile:Connecting to Neo4j at bolt://localhost:7687 with user neo4j
DEBUG:neo4j.pool:[#0000]  _: <POOL> created, direct address IPv4Address(('localhost', 7687))
INFO:backend.preferences:Connecting to Neo4j at bolt://localhost:7687 with user neo4j
DEBUG:neo4j.pool:[#0000]  _: <POOL> created, direct address IPv4Address(('localhost', 7687))
INFO:recommendations.collaborative_filtering:Trained SVD model loaded.
DEBUG:__main__:Starting Flask application
INFO:werkzeug: * Running on http://127.0.0.1:5001/ (Press CTRL+C to quit)
INFO:werkzeug: * Restarting with stat
INFO:backend.register:Connecting to Neo4j at bolt://localhost:7687 with user neo4j
DEBUG:neo4j.pool:[#0000]  _: <POOL> created, direct address IPv4Address(('localhost', 7687))
INFO:backend.profile:Connecting to Neo4j at bolt://localhost:7687 with user neo4j
DEBUG:neo4j.pool:[#0000]  _: <POOL> created, direct address IPv4Address(('localhost', 7687))
INFO:backend.preferences:Connecting to Neo4j at bolt://localhost:7687 with user neo4j
DEBUG:neo4j.pool:[#0000]  _: <POOL> created, direct address IPv4Address(('localhost', 7687))
INFO:recommendations.collaborative_filtering:Trained SVD model loaded.
DEBUG:__main__:Starting Flask application
WARNING:werkzeug: * Debugger is active!
INFO:werkzeug: * Debugger PIN: 840-638-727
DEBUG:__main__:Rendering home page
INFO:werkzeug:127.0.0.1 - - [06/Jul/2024 12:56:40] "GET / HTTP/1.1" 200 -
INFO:werkzeug:127.0.0.1 - - [06/Jul/2024 12:56:40] "[36mGET /static/image.jpg HTTP/1.1[0m" 304 -
DEBUG:__main__:Getting recommendations for user 3850
INFO:recommendations.hybrid:Generating recommendations for user 3850 with limit 12
DEBUG:recommendations.collaborative_filtering:User: 3850, Movie: 8874, Predicted: 3.526146577842601, Actual: 4.0
DEBUG:recommendations.collaborative_filtering:User: 3850, Movie: 8665, Predicted: 3.526146577842601, Actual: 3.5
DEBUG:recommendations.collaborative_filtering:User: 3850, Movie: 8784, Predicted: 3.526146577842601, Actual: 4.0
DEBUG:recommendations.collaborative_filtering:User: 3850, Movie: 8636, Predicted: 3.526146577842601, Actual: 3.0
DEBUG:recommendations.collaborative_filtering:User: 3850, Movie: 8368, Predicted: 3.526146577842601, Actual: 4.0
DEBUG:recommendations.collaborative_filtering:User: 3850, Movie: 7153, Predicted: 3.526146577842601, Actual: 4.0
DEBUG:recommendations.collaborative_filtering:User: 3850, Movie: 7090, Predicted: 3.526146577842601, Actual: 4.0
DEBUG:recommendations.collaborative_filtering:User: 3850, Movie: 6539, Predicted: 3.526146577842601, Actual: 4.0
DEBUG:recommendations.collaborative_filtering:User: 3850, Movie: 5060, Predicted: 3.526146577842601, Actual: 2.0
DEBUG:recommendations.collaborative_filtering:User: 3850, Movie: 4993, Predicted: 3.526146577842601, Actual: 4.0
DEBUG:recommendations.collaborative_filtering:User: 3850, Movie: 4306, Predicted: 3.526146577842601, Actual: 4.0
DEBUG:recommendations.collaborative_filtering:User: 3850, Movie: 3897, Predicted: 3.526146577842601, Actual: 3.5
DEBUG:recommendations.collaborative_filtering:User: 3850, Movie: 3793, Predicted: 3.526146577842601, Actual: 4.0
DEBUG:recommendations.collaborative_filtering:User: 3850, Movie: 2791, Predicted: 3.526146577842601, Actual: 3.5
DEBUG:recommendations.collaborative_filtering:User: 3850, Movie: 2791, Predicted: 3.526146577842601, Actual: 3.5
DEBUG:recommendations.collaborative_filtering:User: 3850, Movie: 2761, Predicted: 3.526146577842601, Actual: 4.0
DEBUG:recommendations.collaborative_filtering:User: 3850, Movie: 2761, Predicted: 3.526146577842601, Actual: 4.0
DEBUG:recommendations.collaborative_filtering:User: 3850, Movie: 2640, Predicted: 3.526146577842601, Actual: 3.5
DEBUG:recommendations.collaborative_filtering:User: 3850, Movie: 2640, Predicted: 3.526146577842601, Actual: 3.5
DEBUG:recommendations.collaborative_filtering:User: 3850, Movie: 1653, Predicted: 3.526146577842601, Actual: 4.0
DEBUG:recommendations.collaborative_filtering:User: 3850, Movie: 1653, Predicted: 3.526146577842601, Actual: 4.0
DEBUG:recommendations.collaborative_filtering:User: 3850, Movie: 1358, Predicted: 3.526146577842601, Actual: 4.0
DEBUG:recommendations.collaborative_filtering:User: 3850, Movie: 1358, Predicted: 3.526146577842601, Actual: 4.0
DEBUG:recommendations.collaborative_filtering:User: 3850, Movie: 2406, Predicted: 3.526146577842601, Actual: 2.5
DEBUG:recommendations.collaborative_filtering:User: 3850, Movie: 2406, Predicted: 3.526146577842601, Actual: 2.5
DEBUG:recommendations.collaborative_filtering:User: 3850, Movie: 904, Predicted: 3.526146577842601, Actual: 4.0
